case_id,case_pool_status,validation_status,validation_tier,sampling_frame,selection_stratum,oversample_low_capacity,oversample_high_debt,province,city,prefecture_name,prefecture_name_chn,platform,company_name,unified_social_credit_code,gadm_gid,source_doc_ids,source_doc_count,source_doc_types,source_ids,source_coverage_score,formal_event_year,formal_event,formal_event_source_doc,continued_function,continued_function_source_doc,continued_function_evidence_score,exit_type,confidence,alternative_label,ambiguity_note,caveat,historical_capacity_bin,historical_capacity_label,elite_density_percentile,elite_per_1000_sqkm,jinshi_per_1000_sqkm,juren_per_1000_sqkm,debt_pressure_value,debt_pressure_year,debt_pressure_bin,debt_pressure_source,debt_pressure_status,land_finance_dependence_value,land_finance_dependence_year,land_finance_dependence_bin,land_finance_dependence_source,land_finance_dependence_status,llm_label,llm_confidence,llm_model,human_reviewer,validation_date,notes
expand_tj_jinnan_chengtou,human_validated,human_validated,gold_standard,label_file_only,,,,Tianjin,Tianjin Jinnan,,,天津津南城市建设投资有限公司,天津津南城市建设投资有限公司,,,doc_tj_jinnan_chengtou_2026_scp6_001;doc_tj_jinnan_chengtou_2026_scp6_002;doc_tj_jinnan_chengtou_2026_scp6_003;doc_tj_jinnan_chengtou_2026_scp6_004;doc_tj_jinnan_chengtou_2026_scp6_005;doc_tj_jinnan_chengtou_2026_scp6_006;doc_tj_jinnan_chengtou_2026_scp6_007;doc_tj_jinnan_chengtou_2026_scp6_008;doc_tj_jinnan_chengtou_2026_scp6_009;doc_tj_jinnan_chengtou_2026_scp6_010;doc_tj_jinnan_chengtou_2026_scp6_011,11,issuance_plan;issuance_disclosure_document;financial_statement;prospectus;commitment_letter;legal_opinion,src_tj_jinnan_chengtou_001,4,2015,"Legal opinion and prospectus disclosures state that the issuer operates on marketized principles, has no local-government repayment-responsibility debt, and that the current issue will not increase government or hidden debt or be directly repaid by fiscal funds.",doc_tj_jinnan_chengtou_2026_scp6_009,"Marketization and no-hidden-debt language coexists with continuing demonstration-town infrastructure, entrusted construction, resettlement-housing business, fiscal repayment, finance-bureau receivables, and debt-resolution funds. The same issuer remains central to Jinnan public-development finance.",doc_tj_jinnan_chengtou_2026_scp6_006,,nominal_exit,medium,functional_transfer,"The documents present many payments as legal project compensation or fiscal settlement, so the case is near the boundary of functional transfer. It remains nominal because the issuer itself continues the infrastructure and resettlement financing role.","The legal opinion also notes that the issuer belonged to the national government-debt audit platform list and the original CBRC platform list, so this is not a clean independent exit-list case. Confidence should rise only after collecting a direct transfer-out or exit-list document.",,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Tianjin district validated case; useful for showing persistent platform functions even under explicit marketized-operation language.
expand_ah_luan_chengtou,human_validated,human_validated,gold_standard,label_file_only,,,,Anhui,Lu'an,,,六安城市建设投资有限公司,六安城市建设投资有限公司,,,doc_ah_luan_chengtou_2026_scp3_001;doc_ah_luan_chengtou_2026_scp3_002;doc_ah_luan_chengtou_2026_scp3_003;doc_ah_luan_chengtou_2026_scp3_004;doc_ah_luan_chengtou_2026_scp3_005;doc_ah_luan_chengtou_2026_scp3_006;doc_ah_luan_chengtou_2026_scp3_007,7,prospectus;issuance_disclosure_document;financial_statement;issuance_plan;legal_opinion,src_ah_luan_chengtou_001,4,2015,Legal opinion states that after the post-2012 policy shift the issuer no longer participates in BT projects and does not undertake government financing functions; current issuance documents also state that the issue will not increase government or hidden debt.,doc_ah_luan_chengtou_2026_scp3_001,"Formal no-BT and no-government-financing language coexists with continuing entrusted construction, infrastructure, affordable housing, PPP, fiscal payment, government receivables, special payables for construction funds, and fiscal subsidies. The public-development function remains inside the same issuer.",doc_ah_luan_chengtou_2026_scp3_007,,nominal_exit,medium,functional_transfer,"Because the documents emphasize compliant delegated-construction and fiscal-settlement arrangements, the case can also be read as formal fiscal substitution. The final label remains nominal because project construction and repayment channels still center on the issuer.",The formal event is inferred from issuer/legal-opinion compliance language rather than a separately collected local platform-list exit document. Several financial-report files were scanned and not machine-readable.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Anhui validated case; useful as an inland prefecture nominal-exit example with explicit delegated-construction evidence.
expand_js_taizhou_chengtou,human_validated,human_validated,gold_standard,label_file_only,,,,Jiangsu,Taizhou,,,泰州市城市建设投资集团有限公司,泰州市城市建设投资集团有限公司,,,doc_js_taizhou_chengtou_2026_scp5_001;doc_js_taizhou_chengtou_2026_scp5_002;doc_js_taizhou_chengtou_2026_scp5_003;doc_js_taizhou_chengtou_2026_scp5_004;doc_js_taizhou_chengtou_2026_scp5_005;doc_js_taizhou_chengtou_2026_scp5_006;doc_js_taizhou_chengtou_2026_scp5_007,7,legal_opinion;issuance_disclosure_document;issuance_plan;financial_statement;prospectus,src_js_taizhou_chengtou_001,4,2019,"Legal opinion describes the issuer as moving from a government financing platform toward a city-industry investment operator, while also stating that the issue will not increase government or hidden debt or be directly repaid by fiscal funds.",doc_js_taizhou_chengtou_2026_scp5_007,"Formal transformation from government financing platform to city-industry investment operator coexists with continuing municipal infrastructure, shantytown and resettlement construction, finance-bureau receivables, infrastructure project inventory, government subsidies, and delegated public-project functions.",doc_js_taizhou_chengtou_2026_scp5_001,,nominal_exit,medium,functional_transfer,"A functional-transfer reading is plausible because the documents deny PPP, BT, project repurchase, government purchase service, land reserve, and direct fiscal repayment. The final label remains nominal because the same issuer still carries major public-development and fiscal-settlement functions.",The formal transformation language comes from 2026 legal-opinion and prospectus disclosures rather than a directly collected local reorganization notice. One financial statement was not machine-readable.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Jiangsu validated case; useful for distinguishing rhetorical marketization from substantive exit in an upper-tier city platform.
expand_jx_jingdezhen_chengtou,human_validated,human_validated,gold_standard,label_file_only,,,,Jiangxi,Jingdezhen,,,景德镇市城市建设投资集团有限责任公司,景德镇市城市建设投资集团有限责任公司,,,doc_jx_jingdezhen_chengtou_2026_cp1_001;doc_jx_jingdezhen_chengtou_2026_cp1_002;doc_jx_jingdezhen_chengtou_2026_cp1_003;doc_jx_jingdezhen_chengtou_2026_cp1_004;doc_jx_jingdezhen_chengtou_2026_cp1_005;doc_jx_jingdezhen_chengtou_2026_cp1_006;doc_jx_jingdezhen_chengtou_2026_cp1_007,7,financial_statement;issuance_disclosure_document;issuance_plan;legal_opinion;prospectus,src_jx_jingdezhen_chengtou_001,4,2015,Prospectus disclosures state that the company does not undertake government financing functions after January 1 2015 and that government financing and land-reserve functions have been stripped.,doc_jx_jingdezhen_chengtou_2026_cp1_006,"Formal stripping of government financing and land-reserve functions coexists with continuing infrastructure construction, shantytown renovation, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal settlement, government receivables, and subsidy evidence. The same issuer continues core public-development functions, so the exit is coded as nominal exit.",doc_jx_jingdezhen_chengtou_2026_cp1_005,,nominal_exit,medium,functional_transfer,"A functional-transfer reading is plausible because some activities are described as compliant government purchase, entrusted construction, or budgeted project settlement. The final label remains nominal because the public-development function still centers on the same issuer.",The packet relies on 2026 issuer and legal-opinion disclosures rather than an independently collected local platform-list exit document. Several downloaded files were not machine-readable in this pass.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Jiangxi validated case from the Shanghai Clearing expansion; useful for inland nominal-exit evidence with land-preparation and resettlement functions.
expand_hb_jingmen_chengtou,human_validated,human_validated,gold_standard,label_file_only,,,,Hubei,Jingmen,,,荆门市城市建设投资有限公司,荆门市城市建设投资有限公司,,,doc_hb_jingmen_chengtou_2026_cp1_001;doc_hb_jingmen_chengtou_2026_cp1_002;doc_hb_jingmen_chengtou_2026_cp1_003;doc_hb_jingmen_chengtou_2026_cp1_004;doc_hb_jingmen_chengtou_2026_cp1_005;doc_hb_jingmen_chengtou_2026_cp1_006;doc_hb_jingmen_chengtou_2026_cp1_007;doc_hb_jingmen_chengtou_2026_cp1_008;doc_hb_jingmen_chengtou_2026_cp1_009;doc_hb_jingmen_chengtou_2026_cp1_010,10,issuance_plan;prospectus;financial_statement;legal_opinion,src_hb_jingmen_chengtou_001,4,2015,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions after January 1 2015 and that new debt does not constitute local-government debt or hidden debt.,doc_hb_jingmen_chengtou_2026_cp1_002,"No-government-financing and no-hidden-debt language coexists with continuing infrastructure construction, affordable housing, government purchase service, PPP-related investment, entrusted construction, fiscal-budget repayment, finance-bureau project receivables, and subsidies. The same issuer remains the public-project vehicle, so the case is coded as nominal exit.",doc_hb_jingmen_chengtou_2026_cp1_008,,nominal_exit,medium,functional_transfer,"The documents frame many arrangements as legal project settlement or PPP investment, which makes formal fiscal substitution a plausible interpretation. The final label remains nominal because project construction and repayment continue to run through the same issuer.",The current evidence comes from issuer and legal-opinion disclosures rather than an original exit-list document. Some audit files were scanned and not machine-readable.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Hubei validated case; useful as a central-China nominal-exit case with unusually explicit government purchase and affordable-housing repayment evidence.
expand_jx_shangrao_chengtou,human_validated,human_validated,gold_standard,label_file_only,,,,Jiangxi,Shangrao,,,上饶市城市建设投资开发集团有限公司,上饶市城市建设投资开发集团有限公司,,,doc_jx_shangrao_chengtou_2026_cp1_001;doc_jx_shangrao_chengtou_2026_cp1_002;doc_jx_shangrao_chengtou_2026_cp1_003;doc_jx_shangrao_chengtou_2026_cp1_004;doc_jx_shangrao_chengtou_2026_cp1_005;doc_jx_shangrao_chengtou_2026_cp1_006;doc_jx_shangrao_chengtou_2026_cp1_007,7,issuance_disclosure_document;issuance_plan;legal_opinion;financial_statement;prospectus,src_jx_shangrao_chengtou_001,4,2015,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions after January 1 2015 and that the issue will not increase government or hidden debt.,doc_jx_shangrao_chengtou_2026_cp1_007,"Formal no-government-financing language coexists with continuing infrastructure construction, shantytown redevelopment, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal-budget repayment, and finance-bureau receivables. The issuer remains the largest local infrastructure and land-preparation unit, so the case is coded as nominal exit.",doc_jx_shangrao_chengtou_2026_cp1_004,,nominal_exit,medium,functional_transfer,A functional-transfer or fiscal-substitution reading is plausible because some projects are described as budgeted government purchase or entrusted construction. The final label remains nominal because the same issuer keeps the public-development role.,The packet relies on 2026 issuer and legal-opinion disclosures rather than a separately collected local platform-list exit notice.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Jiangxi validated case; useful for comparing low- and middle-capacity prefectures where formal compliance coexists with continuing land and infrastructure functions.
expand_js_huaian_touzi,human_validated,human_validated,gold_standard,label_file_only,,,,Jiangsu,Huai'an,,,淮安市投资控股集团有限公司,淮安市投资控股集团有限公司,,,doc_js_huaian_touzi_2026_scp3_001;doc_js_huaian_touzi_2026_scp3_002;doc_js_huaian_touzi_2026_scp3_003;doc_js_huaian_touzi_2026_scp3_004;doc_js_huaian_touzi_2026_scp3_005;doc_js_huaian_touzi_2026_scp3_006;doc_js_huaian_touzi_2026_scp3_007;doc_js_huaian_touzi_2026_scp3_008,8,legal_opinion;issuance_plan;financial_statement;issuance_disclosure_document;prospectus,src_js_huaian_touzi_001,4,2011,Prospectus disclosures state that the issuer entered the CBRC financing-platform list in 2010 and was transferred out of that list on June 13 2011; later disclosures also state that the issuer does not undertake government financing functions after January 1 2015.,doc_js_huaian_touzi_2026_scp3_007,"This is a direct formal exit-list case, but the same issuer continues water infrastructure, municipal infrastructure, land development, affordable housing, delegated construction, fiscal settlement, finance-bureau repayment, government buyback, and public-project functions. The formal list exit therefore did not remove the issuer from local public-development finance.",doc_js_huaian_touzi_2026_scp3_007,,nominal_exit,high,functional_transfer,The case sits near formal fiscal substitution because the documents deny several hidden-debt channels and describe project payments as business-background receivables. It remains nominal because the same issuer keeps broad public-development functions after exit.,The direct exit evidence is a later prospectus disclosure rather than the original 2011 regulator document. Confidence is high for the label because both formal exit and continued-function evidence are unusually explicit.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Jiangsu validated case; one of the stronger direct formal-exit cases in the expanded sample.
expand_hn_yiyang_jiaotou,human_validated,human_validated,gold_standard,label_file_only,,,,Hunan,Yiyang,,,益阳市交通投资运营集团有限公司,益阳市交通投资运营集团有限公司,,,doc_hn_yiyang_jiaotou_2026_mtn1_001;doc_hn_yiyang_jiaotou_2026_mtn1_002;doc_hn_yiyang_jiaotou_2026_mtn1_003;doc_hn_yiyang_jiaotou_2026_mtn1_004;doc_hn_yiyang_jiaotou_2026_mtn1_005;doc_hn_yiyang_jiaotou_2026_mtn1_006;doc_hn_yiyang_jiaotou_2026_mtn1_007;doc_hn_yiyang_jiaotou_2026_mtn1_008;doc_hn_yiyang_jiaotou_2026_mtn1_009,9,issuance_plan;financial_statement;prospectus;legal_opinion,src_hn_yiyang_jiaotou_001,4,2019,Prospectus disclosures state that the issuer stripped government financing functions and transformed into a marketized self-operating entity; a 2019 city-level platform transformation plan transferred the shareholder from the Finance Bureau to SASAC.,doc_hn_yiyang_jiaotou_2026_mtn1_004,"Marketization and government-financing-function stripping coexist with continuing transport infrastructure, road and bridge buyback receivables, delegated construction, finance-bureau repayment, fiscal-funded BT legacy projects, government receivables, fiscal subsidies, and city-level infrastructure operation. The same issuer remains central to public project construction, so the exit is coded as nominal exit.",doc_hn_yiyang_jiaotou_2026_mtn1_006,,nominal_exit,medium,functional_transfer,A functional-transfer reading is plausible because the 2019 reform changed ownership and framed later activity as marketized delegated construction. The final label remains nominal because project construction and repayment channels remain attached to the same issuer.,"The issuer is reported as outside national and CBIRC platform lists, but the formal event is inferred from 2019 transformation disclosures rather than a directly collected transfer-out notice.",,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Hunan validated case; useful for observing how formal transformation to SASAC ownership can coexist with continuing fiscal buyback and delegated construction.
expand_js_xinghua_guotou,human_validated,human_validated,gold_standard,label_file_only,,,,Jiangsu,Xinghua,,,泰州市兴化国有资产投资控股有限公司,泰州市兴化国有资产投资控股有限公司,,,doc_js_xinghua_guotou_2026_mtn2_001;doc_js_xinghua_guotou_2026_mtn2_002;doc_js_xinghua_guotou_2026_mtn2_003;doc_js_xinghua_guotou_2026_mtn2_004;doc_js_xinghua_guotou_2026_mtn2_005;doc_js_xinghua_guotou_2026_mtn2_006;doc_js_xinghua_guotou_2026_mtn2_007;doc_js_xinghua_guotou_2026_mtn2_008;doc_js_xinghua_guotou_2026_mtn2_009,9,issuance_plan;legal_opinion;financial_statement;prospectus,src_js_xinghua_guotou_001,4,2015,"Prospectus and legal-opinion disclosures state that the enterprise has stripped government financing functions, transformed into a marketized self-operating entity, and does not undertake government financing functions after January 1 2015.",doc_js_xinghua_guotou_2026_mtn2_004,"Formal marketization and no-government-financing language coexists with continuing government receivables, finance-bureau receivables, delegated construction revenue, land rectification revenue, public utility operation, resettlement and infrastructure-related entities, and very large operating subsidies. The same issuer remains central to local public-development finance, so the case is coded as nominal exit.",doc_js_xinghua_guotou_2026_mtn2_008,,nominal_exit,medium,functional_transfer,"A functional-transfer reading is plausible because the documents deny land reserve, BT, government purchase service, and direct fiscal repayment while describing receivables as having business backgrounds. The final label remains nominal because the same issuer keeps major infrastructure, land, and fiscal-support functions.",The formal event is supported by issuer and legal-opinion disclosures rather than an independently collected local platform-list exit document. Two documents in the packet were not machine-readable.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Jiangsu county-level validated case; useful for high-capacity nominal exit outside large prefecture-level city governments.
expand_sc_leshan_guozi,human_validated,human_validated,gold_standard,label_file_only,,,,Sichuan,Leshan,,,乐山国有资产投资运营(集团)有限公司,乐山国有资产投资运营(集团)有限公司,,,doc_sc_leshan_guozi_2026_scp2_001;doc_sc_leshan_guozi_2026_scp2_002;doc_sc_leshan_guozi_2026_scp2_003;doc_sc_leshan_guozi_2026_scp2_004;doc_sc_leshan_guozi_2026_scp2_005;doc_sc_leshan_guozi_2026_scp2_006;doc_sc_leshan_guozi_2026_scp2_007,7,issuance_disclosure_document;legal_opinion;prospectus;financial_statement;issuance_plan,src_sc_leshan_guozi_001,4,2011,Prospectus disclosures state that the issuer was transferred out of the local government financing platform customer list by a 2011 Sichuan CBRC notice and was managed as a rectified general-company loan customer; later disclosures state that it does not undertake government financing functions after January 1 2015.,doc_sc_leshan_guozi_2026_scp2_004,"This is a direct formal transfer-out case, but the same issuer remains Leshan's most important infrastructure and state-asset management body and continues municipal infrastructure, affordable housing, transport infrastructure, land development, entrusted construction, government purchase service, PPP projects, government receivables, and subsidy-dependent operations. The formal exit therefore did not remove the issuer from public-development finance.",doc_sc_leshan_guozi_2026_scp2_004,,nominal_exit,high,functional_transfer,A functional-transfer reading is possible because some functions operate through subsidiaries and legally compliant PPP or government purchase service arrangements. The final label remains nominal because the issuer group continues to house the relevant public functions.,Direct transfer-out evidence comes from a later prospectus disclosure rather than the original 2011 Sichuan CBRC notice. Confidence is high because formal exit and continued-function evidence are both explicit.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Sichuan direct-transfer-out case; useful as a strong nominal-exit example with rich continued-function evidence.
expand_sd_dezhou_deda,human_validated,human_validated,gold_standard,label_file_only,,,,Shandong,Dezhou,,,德州德达投资控股集团有限公司,德州德达投资控股集团有限公司,,,doc_sd_dezhou_deda_2026_cp1_001;doc_sd_dezhou_deda_2026_cp1_002;doc_sd_dezhou_deda_2026_cp1_003;doc_sd_dezhou_deda_2026_cp1_004;doc_sd_dezhou_deda_2026_cp1_005;doc_sd_dezhou_deda_2026_cp1_006;doc_sd_dezhou_deda_2026_cp1_007,7,legal_opinion;prospectus;financial_statement;issuance_disclosure_document;issuance_plan,src_sd_dezhou_deda_001,4,2016,Legal opinion states that Dezhou CBRC approved the company's platform loans for rectification into general-company loans in December 2016 and that a Dezhou government announcement said the company no longer undertook local-government debt-financing functions.,doc_sd_dezhou_deda_2026_cp1_001,"Direct formal-exit and no-government-financing evidence coexists with continuing city-development, land-development, infrastructure construction, delegated construction, PPP-linked receivables, government debt replacement, and fiscal-settlement mechanisms. The same issuer remains tied to public project construction and government repayment channels, so the exit is coded as nominal exit.",doc_sd_dezhou_deda_2026_cp1_002,,nominal_exit,high,functional_transfer,A fiscal-substitution reading is plausible because the documents describe government debt replacement and marketized compensation. The final label remains nominal because the same issuer continues the infrastructure and land-development function and receives fiscal settlement against project receivables.,The direct formal event is supported by 2026 legal opinion and prospectus disclosures rather than the original 2016 notice or government announcement. Confidence is high because the disclosure quotes the formal event and continued-function evidence is detailed.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Shandong direct formal-exit case; useful for showing nominal exit even when platform loans were formally rectified.
expand_jx_fuzhou_guozi,human_validated,human_validated,gold_standard,label_file_only,,,,Jiangxi,Fuzhou,,,抚州市市属国有资产投资控股集团有限公司,抚州市市属国有资产投资控股集团有限公司,,,doc_jx_fuzhou_guozi_2026_cp1_001;doc_jx_fuzhou_guozi_2026_cp1_002;doc_jx_fuzhou_guozi_2026_cp1_003;doc_jx_fuzhou_guozi_2026_cp1_004;doc_jx_fuzhou_guozi_2026_cp1_005;doc_jx_fuzhou_guozi_2026_cp1_006;doc_jx_fuzhou_guozi_2026_cp1_007,7,issuance_plan;issuance_disclosure_document;legal_opinion;financial_statement;prospectus,src_jx_fuzhou_guozi_001,4,2015,"Prospectus disclosures state that the enterprise has stripped government financing functions, transformed into a marketized self-operating entity, and does not undertake government financing functions after January 1 2015.",doc_jx_fuzhou_guozi_2026_cp1_006,"Formal stripping and marketized-transformation language coexists with continuing infrastructure construction, affordable-housing and shantytown projects, government purchase service, PPP projects, government buyback, fiscal payment, finance-bureau receivables, land-related legacy activity, and infrastructure subsidies. The issuer remains the city's core public-development vehicle, so the case is coded as nominal exit.",doc_jx_fuzhou_guozi_2026_cp1_006,,nominal_exit,medium,functional_transfer,"A functional-transfer or fiscal-substitution reading is plausible because the documents frame many arrangements as compliant delegated construction, PPP, or marketized compensation. The final label remains nominal because the issuer itself continues the core public-project function.","The formal event is supported by issuer disclosures rather than an independently collected exit-list document. Some attachments were scanned and not machine-readable, but the prospectus and audit reports provide extensive evidence.",,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-06-30,New Jiangxi prefecture-level validated case; useful as a low- to middle-capacity nominal-exit case with unusually detailed government buyback evidence.
sch_20260630_0155,human_validated,human_validated,gold_standard,label_file_only,,,,Yunnan,Kunming,,,昆明市交通投资集团有限责任公司,昆明市交通投资集团有限责任公司,,,doc_sch_20260630_0155_001;doc_sch_20260630_0155_002;doc_sch_20260630_0155_003;doc_sch_20260630_0155_004;doc_sch_20260630_0155_005;doc_sch_20260630_0155_006;doc_sch_20260630_0155_007;doc_sch_20260630_0155_008;doc_sch_20260630_0155_009;doc_sch_20260630_0155_010,10,issuance_plan;prospectus;issuance_disclosure_document;legal_opinion;financial_statement,src_sch_20260630_0155,4,2015,Prospectus disclosures state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the local state acts only as shareholder with limited liability.,doc_sch_20260630_0155_003,"Formal no-government-financing and no-local-government-debt language coexists with continuing transportation infrastructure investment, government-authorized land development, legacy BT repayment, PPP participation, government-related receivables, and project funds linked to municipal transportation construction. The same issuer remains the relevant public-development vehicle after the formal compliance event.",doc_sch_20260630_0155_005,,nominal_exit,medium,functional_transfer,"A functional-transfer or formal fiscal-substitution reading is plausible because several functions are described as legal, compliant, or legacy arrangements. The final label remains nominal because the same issuer still houses the public-development and financing role.",This is a specialized municipal transportation SOE rather than a generic urban construction platform. It is included because the source packet shows a platform-like local financing and public-development role. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected platform-list transfer-out notice.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-07-01,Promoted from surrogate validation queue svq_001; useful as a Yunnan transportation-platform nominal-exit case.
sch_20260630_0117,human_validated,human_validated,gold_standard,label_file_only,,,,Xinjiang,Yili,,,伊犁州国有资产投资经营有限责任公司,伊犁州国有资产投资经营有限责任公司,,,doc_sch_20260630_0117_001;doc_sch_20260630_0117_002;doc_sch_20260630_0117_003;doc_sch_20260630_0117_004;doc_sch_20260630_0117_005;doc_sch_20260630_0117_006;doc_sch_20260630_0117_007,7,issuance_plan;legal_opinion;financial_statement;issuance_disclosure_document;prospectus,src_sch_20260630_0117,4,2015,"Prospectus disclosures state that the issuer had been transferred out of the banking-regulator local government financing platform list, had been included in the 2013 national government-debt audit platform-company scope, and does not undertake government financing functions after January 1 2015.",doc_sch_20260630_0117_005,"Direct transfer-out and no-government-financing language coexists with continuing infrastructure construction, public housing investment and financing, legacy BT repurchase claims, government receivables, contract assets from completed BT projects, and recurring government subsidies. The same issuer group continues to house core public-development functions after formal exit.",doc_sch_20260630_0169_002,,nominal_exit,high,functional_transfer,"A functional-transfer or formal fiscal-substitution reading is plausible because the prospectus frames later debt and receivables as compliant, marketized, and not government financing. The final label remains nominal because the same issuer group still carries the public-development and financing-related function.","The direct transfer-out evidence is a later prospectus disclosure rather than the original banking-regulator notice. The exact transfer-out date has not been independently collected, but formal exit and continued-function evidence are explicit and repeated across the source packet.",,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-07-01,Promoted from surrogate validation queue svq_001 after Kunming; direct transfer-out nominal-exit case for Xinjiang/Yili.
sch_20260630_0027,human_validated,human_validated,gold_standard,label_file_only,,,,Anhui,Bozhou,,,建安投资控股集团有限公司,建安投资控股集团有限公司,,,doc_sch_20260630_0027_001;doc_sch_20260630_0027_002;doc_sch_20260630_0027_003;doc_sch_20260630_0027_004;doc_sch_20260630_0027_005;doc_sch_20260630_0027_006;doc_sch_20260630_0027_007;doc_sch_20260630_0027_008;doc_sch_20260630_0027_009,9,issuance_disclosure_document;financial_statement;prospectus;legal_opinion;issuance_plan,src_sch_20260630_0027,4,2015,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the local state acts only as shareholder with limited liability.,doc_sch_20260630_0027_003,"Formal no-government-financing and no-local-government-debt language coexists with continuing land development, agency construction, government purchase service, fiscal settlement, government receivables, and subsidy-backed public-development functions. The same issuer group remains tied to Bozhou public investment after the formal compliance event.",doc_sch_20260630_0027_005;doc_sch_20260630_0027_001,,nominal_exit,medium,functional_transfer,"A functional-transfer reading is possible because some activities are framed as legal entrusted construction, government purchase service, or marketized land development. The final label remains nominal because the issuer itself continues to house the public-development and financing-related role.",The formal event is supported by prospectus and legal-opinion compliance language rather than an independently collected platform-list transfer-out notice. Confidence is medium because continued-function evidence is strong but the formal event is not a separate government exit document.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-07-01,Promoted from surrogate validation queue svq_001; useful as an Anhui/Bozhou nominal-exit case with rich fiscal-settlement and land-development evidence.
sch_20260630_0055,human_validated,human_validated,gold_standard,label_file_only,,,,Jiangxi,Shangrao,,,上饶创新发展产业投资集团有限公司,上饶创新发展产业投资集团有限公司,,,doc_sch_20260630_0055_001;doc_sch_20260630_0055_002;doc_sch_20260630_0055_003;doc_sch_20260630_0055_004;doc_sch_20260630_0055_005;doc_sch_20260630_0055_006;doc_sch_20260630_0055_007,7,prospectus;issuance_disclosure_document;financial_statement;issuance_plan;legal_opinion,src_sch_20260630_0055,4,2015,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the local state acts only as shareholder with limited liability.,doc_sch_20260630_0055_001,"Formal no-government-financing and no-local-government-debt language coexists with continuing development-zone infrastructure construction, entrusted construction, PPP projects, government purchase service, fiscal budget payments, government receivables, and recurring government subsidies. Official compliance therefore does not amount to functional exit.",doc_sch_20260630_0055_006;doc_sch_20260630_0055_007,,nominal_exit,medium,functional_transfer,"A functional-transfer or fiscal-substitution reading is plausible because the source packet frames several functions as compliant entrusted construction, PPP, or government purchase service. The final label remains nominal because the issuer group still performs the core local public-development function.",This is a development-zone platform rather than a generic prefecture-level urban construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently retrieved platform-list transfer-out notice.,,,,,,,,,,,not_collected,,,,,not_collected,,,,Shunyu Hao / Codex-assisted review,2026-07-01,Promoted from surrogate validation queue svq_002; useful as a Jiangxi development-zone nominal-exit case.
